epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
90,6510.89,1.24232,0.39321,0.0038,0.96441,0.95785,0.98042,0.67467,1.25564,0.35758,0.00354,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264
91,6583.7,1.24424,0.40061,0.00382,0.96271,0.9596,0.98038,0.67651,1.25274,0.35864,0.00353,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
92,6653.29,1.23657,0.40506,0.00374,0.96265,0.95902,0.98041,0.67526,1.25373,0.35773,0.00353,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546
93,6723.22,1.23148,0.39922,0.00373,0.96589,0.95785,0.98029,0.67453,1.25448,0.3585,0.00353,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
94,6792.27,1.2407,0.41004,0.00373,0.96396,0.95535,0.98019,0.67481,1.25461,0.35886,0.00354,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212
95,6861.46,1.22905,0.40192,0.00375,0.9647,0.9555,0.98038,0.67514,1.25451,0.35735,0.00353,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
96,6930.5,1.22818,0.39498,0.00372,0.96619,0.95609,0.98038,0.67575,1.2531,0.35851,0.00353,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943
97,7000.1,1.2267,0.39262,0.00372,0.96457,0.95628,0.98033,0.67631,1.25394,0.36072,0.00353,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032
98,7069.43,1.23304,0.40083,0.00368,0.96448,0.95667,0.98031,0.67601,1.25237,0.35999,0.00352,0.000365905,0.000121968,0.000365905,0.000121968,0.000365905,0.000121968,0.000365905,0.000121968
99,7138.64,1.2259,0.39607,0.00368,0.96627,0.95598,0.98024,0.67564,1.25186,0.35982,0.00352,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768
100,7208.39,1.22927,0.39372,0.00373,0.96564,0.95443,0.98017,0.67644,1.25157,0.35982,0.00352,0.000307328,0.000102443,0.000307328,0.000102443,0.000307328,0.000102443,0.000307328,0.000102443
